,EMA_accuracy,accuracy,learning_rate,loss_c,epoch
77,0.7922769615029452,0.84375,1.0000000000000005e-09,0.08854998648166656,78.0
78,0.7840811481980869,0.8125,1.0000000000000005e-09,0.08072227239608765,79.0
79,0.7805669632295397,0.71875,1.0000000000000005e-09,0.10563786327838898,80.0
80,0.7827857250056701,0.78125,1.0000000000000006e-10,0.09428202360868454,81.0
81,0.7952666472327384,0.8125,1.0000000000000006e-10,0.09086624532938004,82.0
82,0.7981118647720138,0.75,1.0000000000000006e-10,0.10607538372278214,83.0
83,0.791306961276304,0.90625,1.0000000000000006e-10,0.07543724030256271,84.0
84,0.7871120878076404,0.6875,1.0000000000000006e-10,0.11789034307003021,85.0
85,0.7910909475565804,0.84375,1.0000000000000006e-10,0.07747829705476761,86.0
86,0.7894685392604168,0.875,1.0000000000000006e-10,0.07424848526716232,87.0
87,0.7877695124730955,0.78125,1.0000000000000006e-10,0.09915515780448914,88.0
88,0.7919002049782145,0.875,1.0000000000000006e-10,0.08952673524618149,89.0
89,0.7947021118338273,0.90625,1.0000000000000006e-10,0.08106691390275955,90.0
90,0.7988926912650811,0.75,1.0000000000000004e-11,0.10516020655632019,91.0
91,0.796991924488606,0.84375,1.0000000000000004e-11,0.07988646626472473,92.0
92,0.7939825290921494,0.71875,1.0000000000000004e-11,0.1093098372220993,93.0
93,0.7896002442432613,0.71875,1.0000000000000004e-11,0.1149667277932167,94.0
94,0.7852930059008831,0.71875,1.0000000000000004e-11,0.09917852282524109,95.0
95,0.7862893065989713,0.78125,1.0000000000000004e-11,0.09835201501846313,96.0
96,0.7939730628882642,0.90625,1.0000000000000004e-11,0.08565157651901245,97.0
97,0.8020488072644021,0.84375,1.0000000000000004e-11,0.0857764482498169,98.0
98,0.7966468389314012,0.65625,1.0000000000000004e-11,0.12154689431190491,99.0
99,0.7973876989785429,0.8125,1.0000000000000004e-11,0.08748562633991241,100.0
